"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
619622,75,2,1,1,1,1,3,5400,15,1,1,2,11,7,2017,14,7,7312,87,2,2,NA,NA,NA,NA,NA,2,"",80,100,0,0,0,1,5,1998,6,1,1998,19,2,2,"",2,NA,NA,1,2,5,0,NA,1500,1,25,1,7,2,1,240,520,2,2,4,2,1,"Ice Cream",1541,35,75880,"Seventy-Five Thousand Eight Hundred Eighty",1500,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,4,2,2,200,2,1,0,1,1,2,1,1,2,2,2,2,"",2,1,1,"Package Plastic Water","Complete New",1,"New Flavor And Improved Quality Of Ice Cream","Complete New",2,NA,80,18,100,0,0,100,0,0,2,NA,NA,NA,NA,"",4,2,NA,NA,2,NA,NA,1,42,0,25,0,0,42,33,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26511,0,1,2,1,3,1,2015,40000,1,1,2,2,1,2,13000,1,1,1,1,NA,2,1,3,1,5,1,2,NA,2,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,1,1,5,"",1,NA,"",1,30,1,2,2,2,NA,NA,30,2,NA,NA,1,11,1,4,4,2,3,3,4,11,5,6,5,3,2,1,4,2,NA,25,0,5,10,2,NA,NA,NA,NA,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"-7",NA,"-7",NA,1,1,8,24000,18400,1890,NA,56150,618000,45000,"General Manager",17,1,"Accountant/ Administrator",14,1,"",NA,NA,13,7,2017,16,58,1,1,3,1,45,1,1,2,1,2.49423122406006,3.18923759460449,7.68320608139038,4
619623,76,2,2,1,1,1,2,6791,34,1,1,2,17,8,2017,23,59,3048,87,2,1,3,2,NA,NA,1,2,"",-9,0,100,0,0,2,NA,1995,-9,1,1995,25,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,1,-9,2,2,NA,NA,1,1,3,1,1,"Manufacture Of Parts And Accessories For Motor Vehicles And Their Engines",3430,100,160000,"One Hundred Sixty Thousand",50000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,21,2,1,3,2,10,2,2,2,1,1,1,1,1,1,1,1,2,"",1,1,1,"New Equipment That Helps Diagnose The Problems On Any Vehicle, You Just Need To Plug It And It Tells Everything That Is Wrong With The Vehicle.","Nothing Similar",2,"","",2,NA,100,46,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,-9,NA,1,-9,NA,3,100,60,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2016,100000,-9,NA,NA,NA,NA,NA,NA,2,100000,-9,1,NA,-9,1,3,1,2,5,2,NA,1,-9,1,-9,1,-9,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,3,"",1,90,1,4,2,1,-9,-9,NA,2,NA,NA,2,NA,NA,4,4,3,3,3,4,26,15,20,6,-9,-9,-9,1,1,NA,0,NA,NA,60,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,2,2,"","University Of Liberia",4,"",NA,"",NA,3,3,7,6000,2000,1000,NA,12000,200000,40000,"Sales Representative",1,1,"Accountant",11,1,"",NA,NA,22,8,2017,12,17,2,3,3,1,12,1,2,2,1,16.4455070495605,22.5788192749023,43.0624923706055,8
619624,77,2,1,1,1,1,2,6791,18,1,1,2,7,7,2017,10,39,5288,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2002,2,1,2002,15,2,2,"",1,-6,1,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,-7,NA,NA,2,2,3,0,1,"Manufacturing And Sales Of African Suit For Men And Women",1810,100,154700,"One Hundred Fifty Four Thousand Seven Hundred",115000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,0,-9,NA,-9,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,75,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,1,4,NA,2016,521,2,NA,NA,NA,NA,NA,NA,2,521,1,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",1,0,1,5,1,2,NA,5,NA,2,NA,NA,2,NA,NA,3,3,0,0,3,0,26,24,24,2,5,1,18,2,-9,NA,0,NA,NA,20,2,NA,NA,NA,NA,1,1,1,0,1,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,3,1,14,37500,15000,2500,NA,65000,65,95,"Manager",15,1,"",NA,NA,"",NA,NA,7,7,2017,11,55,1,1,1,NA,NA,1,1,2,1,21.9634857177734,28.8762397766113,69.5658721923828,4
619625,78,1,2,1,1,1,2,1400,15,1,1,1,28,8,2017,12,37,5154,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2001,3,1,2001,7,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,4,4,1,"Bakery Products",1541,100,200000,"Two Hundred Thousand",15000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,3,3,1,2,2,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,75,48,100,0,0,100,0,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,4,0,0,100,0,0,0,0,NA,1,300,0,20,NA,80,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",1,20,2,NA,NA,2,NA,20,NA,2,NA,NA,1,9,1,3,3,3,3,3,3,16,13,13,3,6,4,3,5,0,NA,0,NA,NA,-9,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,3,3,14,850,500,500,NA,20000,500,500,"Ceo",7,2,"",NA,NA,"",NA,NA,28,8,2017,13,40,2,2,1,NA,NA,1,2,1,1,1,1.34531581401825,1.93357586860657,6
619626,79,2,1,1,1,1,2,6791,51,3,1,1,7,7,2017,15,57,3459,87,2,1,5,1,1,1,NA,1,"",25,25,70,5,0,1,25,2003,3,1,2003,10,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,50,2,NA,NA,NA,NA,NA,2,1,3,1,3,"Whole Sale Of Rice",5122,75,1800,"One Thousand Eight Hundred",1500,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,3,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,1,30,2,NA,NA,"",3,1,3,NA,2,NA,NA,1,0,16,100,0,0,0,0,NA,1,3500,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,1,1,2,5,2,NA,2,NA,2,NA,1,10,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",1,3,1,4,1,2,NA,1,NA,2,NA,NA,2,NA,NA,3,0,3,0,3,1,13,12,NA,NA,NA,NA,NA,NA,NA,0,5,5,1,1,2,NA,NA,NA,NA,0,2,0,2,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,3,14,222,NA,420,NA,NA,NA,NA,"Manager",10,1,"Human Resources Manager",6,1,"",NA,NA,7,7,2017,17,51,1,1,2,1,56,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619627,80,1,2,1,1,1,2,6791,15,1,1,2,25,7,2017,14,35,2288,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,100,0,0,2,NA,1987,11,1,1987,30,2,2,"",2,NA,NA,1,2,2,0,5,NA,1,100,1,2,2,1,0,NA,1,2,3,3,1,"Lebanese Bread,Slice Bread And Tea Bread",1541,75,13050,"Thirteen Thousand Fifty",8450,100,0,0,NA,NA,NA,NA,NA,0,-7,100,0,NA,NA,NA,0,-7,2,5,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Baked Cookies","Completely New",1,"We Bought A New Truck","Completely New",2,NA,100,42,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,8,NA,1,15,NA,1,20,60,60,40,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25000,20000,1,1,1,1,NA,2016,200000,1,2,2,1,2,2,3380000,-9,NA,2,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",-9,10,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,2,2,0,0,1,-9,30,11,24,6,12,4,8,2,2,NA,0,NA,NA,5,1,10,NA,0,NA,0,2,2,2,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,3,1,3600,5500,1050,NA,10150,16000,1600,"Assistant Manager",10,1,"",NA,NA,"",NA,NA,25,7,2017,15,35,1,4,1,NA,NA,1,2,1,1,1,1.34531581401825,1.93357586860657,6
619628,83,2,1,1,1,1,2,6791,15,1,1,1,25,8,2017,12,13,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,1981,-9,1,1981,40,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,1,2,0,0,1,"- Processing And Preserving Of Fish And Fish Products",1512,100,95000,"Ninety Five Thousand",58500,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,3,2,0,1,1,20,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Yes, We Started The Imported The Importation Of Frozen Pugs And Chicken.","Nothing Similar",2,"","",1,500,100,60,100,0,0,0,50,50,2,NA,NA,NA,NA,"",0,1,10,NA,2,NA,NA,0,70,0,100,0,0,0,0,NA,1,18500,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,4,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",2,20,1,1,2,2,NA,0,NA,1,15,2,1,4,2,1,1,0,0,3,3,10,5,8,2,8,0,0,4,0,NA,2,0,1,100,1,100,NA,0,NA,1,0,1,0,0,1,1,1,2,1,2,2,2,"","-7",NA,"-7",NA,"-7",NA,0,2,12,12500,7500,1848,NA,60000,-9,27500,"Business Manager/Administrative Manager",28,1,"",NA,NA,"",NA,NA,25,8,2017,13,19,1,1,1,NA,NA,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619629,84,1,1,1,1,1,2,6791,18,1,1,1,7,8,2017,15,31,3459,87,2,1,3,1,1,1,NA,4,"",60,100,0,0,0,2,NA,2004,8,1,2004,13,2,2,"",1,5,1,2,NA,NA,NA,NA,NA,1,20,2,NA,NA,2,NA,NA,2,2,3,0,1,"Clothes Design",1810,80,24000,"Twenty Four Thousand",1700,100,0,0,NA,NA,NA,NA,NA,6,0,100,0,NA,NA,NA,1,2,1,-9,2,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,100,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,8,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,NA,"",NA,NA,"",-9,0,2,NA,NA,2,NA,NA,10,2,NA,NA,2,NA,NA,3,2,1,0,0,0,8,4,6,2,2,4,0,-9,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,1,1,6000,8000,2000,NA,16800,-9,120,"Manager",13,1,"",NA,NA,"",NA,NA,7,8,2017,17,2,1,4,1,NA,NA,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619630,85,2,1,1,1,1,2,5400,18,1,1,1,14,9,2017,10,21,3409,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2000,6,1,2000,5,2,2,"",1,2,2,1,3,2,45,NA,460,1,10,2,NA,NA,2,NA,NA,2,2,1,2,1,"African Dresses",1810,100,118000,"One Hundred Eighteen Thousand",112000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,0,1,-4,2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,1,"The Hand Made Liberia Country Suit For Both Man And Woman","Completely New",1,"The Clothes That Is Completed With The Designed Will Be Package In A Plastic And Given To Customers.","Completely New",2,NA,100,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,10,0,90,0,10,0,0,0,1,500,700,NA,700,NA,0,NA,0,NA,0,NA,0,NA,0,NA,500,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,5,"",2,0,1,6,2,2,NA,NA,0,1,1,2,1,1,2,0,0,1,1,0,1,16,12,16,0,-9,-9,-9,2,-9,NA,0,NA,NA,5,2,NA,NA,NA,NA,2,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,1,8,30000,15000,1000,NA,60000,85,90,"Sale Manager",5,1,"",NA,NA,"",NA,NA,14,9,2017,11,59,1,4,1,NA,NA,1,1,2,1,21.9634857177734,28.8762397766113,69.5658721923828,4
619631,86,2,1,1,1,1,2,5400,52,2,1,1,30,8,2017,16,28,3409,87,2,1,5,1,1,1,NA,4,"",60,40,60,0,0,1,40,2006,15,1,2006,15,2,2,"",1,3,1,-9,NA,NA,NA,NA,NA,1,10,2,NA,NA,NA,NA,NA,1,2,1,2,2,"Materials For Building Construction. Example Zinc, Flood Tied, Bath Tub Etc",5234,100,68000,"Sixty-Eight Thousands",35000,100,0,0,NA,NA,NA,NA,NA,20,5,100,0,NA,NA,NA,1,1,NA,NA,NA,1,0,1,1,1,1,2,2,1,1,2,"",0,1,1,"The Kitchen Funiture And Bathrooms Material","Completely New",1,"Free Delivery Of Goods; Introduction Of New Method Of Service","Completely New",2,NA,NA,NA,100,0,0,0,100,0,2,NA,NA,-9,NA,"",1,1,NA,1500,1,NA,5000,3,-9,30,0,50,0,50,0,NA,1,6000,8000,NA,6000,NA,0,NA,8000,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,NA,2016,-8,1,1,2,2,2,2,65000,2,-8,2,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,2,"",3,5,1,6,2,1,0,NA,0,1,3,-8,1,2,-9,3,2,0,1,1,1,16,15,NA,NA,NA,NA,NA,NA,NA,6,5,5,4,11,2,NA,NA,NA,NA,0,1,1,1,1,0,0,1,2,2,2,1,2,"","-7",NA,"-7",NA,"-7",NA,1,3,13,2000,NA,1500,3500,NA,NA,NA,"Manager",6,1,"",NA,NA,"",NA,NA,30,8,2017,18,26,2,1,3,2,0,1,1,2,1,21.9634857177734,28.8762397766113,69.5658721923828,4
619632,87,1,1,3,2,1,3,5400,18,1,2,2,31,7,2017,15,10,3358,87,2,2,NA,NA,NA,NA,NA,4,"",30,100,0,0,0,2,NA,2008,6,1,2008,9,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,3,0,1,"Sewing Clothes",1810,90,5000,"Five Thousand",2700,100,0,0,NA,NA,NA,NA,NA,-9,0,75,25,2,NA,NA,1,0,1,2,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"We Download New Fashion Style From The Net","Completely New",2,"","",2,NA,75,10,0,100,0,0,100,0,2,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,2,0,0,100,0,0,0,0,NA,1,1500,6000,50,NA,50,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,3,1,2,5,2,NA,2,NA,2,NA,1,-9,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",1,-9,1,1,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,0,0,0,0,1,0,10,6,6,4,4,2,0,2,2,NA,10,0,12,0,2,NA,NA,NA,NA,1,0,1,1,1,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,2,1,1000,1800,300,NA,3100,150,2500,"Manager",9,1,"Assistant Manager",25,1,"",NA,NA,31,7,2017,15,55,1,2,2,1,0,3,1,1,1,3.43719124794006,3.5381019115448,5.96091365814209,19
619633,90,1,1,2,2,1,3,5400,18,1,2,1,12,7,2017,15,8,3358,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2001,4,1,2001,21,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,10,2,NA,NA,2,NA,NA,2,2,1,0,1,"Garment",1810,90,104800,"One Hundred Four Thousand Eight Hundred",240,75,0,25,60,2,0,0,2015,0,0,10,90,1,2,2,3,0,2,7,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Create New Styles And Designs","Export Abroad",1,"Provides Services To Customers Where Ever They Are","Completely New",2,NA,100,60,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,20,0,50,50,0,0,0,NA,1,250,500,30,NA,0,NA,50,NA,0,NA,20,NA,0,NA,0,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,2,1,5,5,2,NA,2,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,1,2,NA,"",NA,NA,"",2,5,1,3,2,2,NA,0,NA,2,NA,NA,1,30,2,0,0,0,0,2,0,5,3,4,1,0,3,1,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,1,1,1,0,1,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,3,8,10400,20000,7000,NA,57400,0,250,"Proprietor",21,1,"",NA,NA,"",NA,NA,12,7,2017,15,48,1,2,1,NA,NA,2,4,1,1,1,1,1,16
619634,91,1,1,2,2,1,3,5400,18,1,2,1,12,7,2017,11,56,3358,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2003,10,1,2003,20,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,2,0,1,"Manufacturing Of African Dress, Shirt, Trouser Etc.",1810,90,14200,"Fourteen Thousand Two Hundred",9990,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,0,1,11,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,2,"New Package And Free Delivery","Completely New",2,"","",2,NA,100,70,0,100,0,0,100,0,2,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,2,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,3,1,2,5,2,NA,2,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,5,"",2,1,1,2,2,2,NA,0,NA,2,NA,NA,2,NA,NA,0,0,0,1,1,0,18,10,8,-9,2,5,1,2,2,NA,0,NA,NA,3,2,NA,NA,NA,NA,0,1,2,1,1,0,0,2,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,1,1,3000,1000,5000,NA,9100,0,2000,"Proprietor",20,1,"",NA,NA,"",NA,NA,12,7,2017,12,43,1,2,1,NA,NA,2,4,1,1,1,1,1,16
619635,96,2,1,2,2,2,5,6791,52,2,2,1,14,7,2017,13,4,2527,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,1998,4,2,1998,20,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,15,2,NA,NA,NA,NA,NA,2,2,3,1,2,"Beverage And Sale Of African Food",5220,100,3000,"Three Thousand",1500,100,0,0,NA,NA,NA,NA,NA,2,0,100,0,NA,NA,NA,2,0,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,0,100,0,100,0,2,NA,NA,-9,NA,"",4,2,NA,NA,1,5,NA,3,30,5,75,0,0,0,25,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-9,-9,-9,-9,2,NA,NA,"",NA,1,"",2,0,1,2,1,2,NA,1,NA,2,NA,NA,2,NA,NA,1,1,-7,-7,1,-7,4,3,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,-9,2,NA,NA,NA,NA,1,-7,-7,-7,-7,-7,-7,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,-7,1,800,NA,600,200,NA,NA,NA,"Manager",20,1,"",NA,NA,"",NA,NA,14,7,2017,13,44,2,3,1,NA,NA,2,1,2,1,2.67268538475037,2.69099712371826,5.37153959274292,14
619636,101,1,1,3,2,1,3,5400,18,1,2,1,9,8,2017,17,31,3358,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,100,0,0,1,100,2006,2,1,2006,20,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,3,0,1,"Sewing Dress",1810,90,4200,"Four Thousand Two Hundred",2880,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,0,1,3,2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"A New Sewing Machine That'S Faster","Completely New",1,"The New Sewing Machine And The New Packaging Of The Product","Satisfy Customer",1,150,100,8,0,100,0,0,100,0,2,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,1,150,600,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,3,1,-9,2,2,NA,2,NA,2,NA,1,-9,NA,NA,NA,NA,NA,NA,1,1,5,"",1,NA,"",2,-9,1,1,2,2,NA,0,NA,2,NA,NA,1,-9,2,0,0,0,0,0,0,10,9,8,2,2,6,0,8,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,1,1,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,2,1,1800,1900,500,NA,-9,150,4000,"Owner",20,2,"",NA,NA,"",NA,NA,9,8,2017,18,9,1,2,1,NA,NA,3,1,1,1,3.43719124794006,3.5381019115448,5.96091365814209,19
