Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Singapore,SGP,..,..,..,..,..,..,2497,..,2497,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Slovak Republic,SVK,..,..,..,..,..,..,824,..,824,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Slovenia,SVN,..,..,..,..,..,..,1162,..,1162,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Solomon Islands,SLB,..,..,..,..,..,..,3028,..,3028,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Somalia,SOM,..,..,..,..,..,..,282,..,282,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Africa,ZAF,..,..,..,..,..,..,495,..,495,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Sudan,SSD,..,..,..,..,..,..,900,..,900,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Spain,ESP,..,..,..,..,..,..,636,..,636,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sri Lanka,LKA,..,..,..,..,..,..,1712,..,1712,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,St. Kitts and Nevis,KNA,..,..,..,..,..,..,1427,..,1427,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,St. Lucia,LCA,..,..,..,..,..,..,2301,..,2301,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,1583,..,1583,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sudan,SDN,..,..,..,..,..,..,250,..,250,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Suriname,SUR,..,..,..,..,..,..,2331,..,2331,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Swaziland,SWZ,..,..,..,..,..,..,788,..,788,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sweden,SWE,..,..,..,..,..,..,624,..,624,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Switzerland,CHE,..,..,..,..,..,..,1537,..,1537,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Syrian Arab Republic,SYR,..,..,..,..,..,..,252,..,252,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Tajikistan,TJK,..,..,..,..,..,..,691,..,691,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Tanzania,TZA,..,..,..,..,..,..,1071,..,1071,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Thailand,THA,..,..,..,..,..,..,1622,..,1622,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Timor-Leste,TLS,..,..,..,..,..,..,1500,..,1500,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Togo,TGO,..,..,..,..,..,..,1168,..,1168,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Trinidad and Tobago,TTO,..,..,..,..,..,..,2200,..,2200,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Tunisia,TUN,..,..,..,..,..,..,207,..,207,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Turkey,TUR,..,..,..,..,..,..,593,..,593,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Turkmenistan,TKM,..,..,..,..,..,..,161,..,161,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Tuvalu,TUV,..,..,..,..,..,..,161,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Uganda,UGA,..,..,..,..,..,..,1180,..,1180,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Ukraine,UKR,..,..,..,..,..,..,565,..,565,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,United Arab Emirates,ARE,..,..,..,..,..,..,78,..,78,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,United Kingdom,GBR,..,..,..,..,..,..,1220,..,1220,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,United States,USA,..,..,..,..,..,..,715,..,715,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Uruguay,URY,..,..,..,..,..,..,1300,..,1300,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Uzbekistan,UZB,..,..,..,..,..,..,206,..,206,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Vanuatu,VUT,..,..,..,..,..,..,206,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Venezuela, RB",VEN,..,..,..,..,..,..,2044,..,2044,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Vietnam,VNM,..,..,..,..,..,..,1821,..,1821,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,West Bank and Gaza,PSE,..,..,..,..,..,..,402,..,402,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Yemen, Rep.",YEM,..,..,..,..,..,..,167,..,167,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Zambia,ZMB,..,..,..,..,..,..,1020,..,1020,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Zimbabwe,ZWE,..,..,..,..,..,..,657,..,657,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
Land area (sq. km),AG.LND.TOTL.K2,Afghanistan,AFG,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860
Land area (sq. km),AG.LND.TOTL.K2,Albania,ALB,27400,27400,27400,27400,27400,27400,27400,27400,27400,27400,27400,27400
Land area (sq. km),AG.LND.TOTL.K2,Algeria,DZA,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381741,2381741
Land area (sq. km),AG.LND.TOTL.K2,American Samoa,ASM,200,200,200,200,200,200,200,200,200,200,200,200
Land area (sq. km),AG.LND.TOTL.K2,Andorra,AND,470,470,470,470,470,470,470,470,470,470,470,470
Land area (sq. km),AG.LND.TOTL.K2,Angola,AGO,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700,1246700
Land area (sq. km),AG.LND.TOTL.K2,Antigua and Barbuda,ATG,440,440,440,440,440,440,440,440,440,440,440,440
Land area (sq. km),AG.LND.TOTL.K2,Argentina,ARG,2736690,2736690,2736690,2736690,2736690,2736690,2736690,2736690,2736690,2736690,2736690,2736690
Land area (sq. km),AG.LND.TOTL.K2,Armenia,ARM,28470,28470,28470,28470,28470,28470,28470,28470,28470,28470,28470,28470
Land area (sq. km),AG.LND.TOTL.K2,Aruba,ABW,180,180,180,180,180,180,180,180,180,180,180,180
Land area (sq. km),AG.LND.TOTL.K2,Australia,AUS,7682300,7682300,7682300,7682300,7682300,7682300,7682300,7682300,7682300,7682300,7682300,7682300
Land area (sq. km),AG.LND.TOTL.K2,Austria,AUT,82580,82580,82578,82578,82571,82561,82554,82531,82523,82523,82523,82523
Land area (sq. km),AG.LND.TOTL.K2,Azerbaijan,AZE,83217,82605,82627,82622,82656,82658,82658,82659,82663,82663,82663,82663
Land area (sq. km),AG.LND.TOTL.K2,"Bahamas, The",BHS,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010
Land area (sq. km),AG.LND.TOTL.K2,Bahrain,BHR,690,710,760,760,762,767,770,770,771,771,771,771
Land area (sq. km),AG.LND.TOTL.K2,Bangladesh,BGD,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170
Land area (sq. km),AG.LND.TOTL.K2,Barbados,BRB,430,430,430,430,430,430,430,430,430,430,430,430
Land area (sq. km),AG.LND.TOTL.K2,Belarus,BLR,202840,202840,202900,202820,202900,202910,202910,202910,202910,202910,202910,202910
Land area (sq. km),AG.LND.TOTL.K2,Belgium,BEL,..,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280
Land area (sq. km),AG.LND.TOTL.K2,Belize,BLZ,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810
Land area (sq. km),AG.LND.TOTL.K2,Benin,BEN,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760
Land area (sq. km),AG.LND.TOTL.K2,Bermuda,BMU,50,50,50,50,50,50,50,50,50,50,50,50
Land area (sq. km),AG.LND.TOTL.K2,Bhutan,BTN,46723,39800,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117
Land area (sq. km),AG.LND.TOTL.K2,Bolivia,BOL,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300
Land area (sq. km),AG.LND.TOTL.K2,Bosnia and Herzegovina,BIH,51000,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200
Land area (sq. km),AG.LND.TOTL.K2,Botswana,BWA,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730
Land area (sq. km),AG.LND.TOTL.K2,Brazil,BRA,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140
Land area (sq. km),AG.LND.TOTL.K2,British Virgin Islands,VGB,150,150,150,150,150,150,150,150,150,150,150,150
Land area (sq. km),AG.LND.TOTL.K2,Brunei Darussalam,BRN,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270
Land area (sq. km),AG.LND.TOTL.K2,Bulgaria,BGR,110630,110630,108610,108560,108560,108560,108560,108560,108560,108560,108560,108560
Land area (sq. km),AG.LND.TOTL.K2,Burkina Faso,BFA,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600
Land area (sq. km),AG.LND.TOTL.K2,Burundi,BDI,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680
Land area (sq. km),AG.LND.TOTL.K2,Cabo Verde,CPV,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030
Land area (sq. km),AG.LND.TOTL.K2,Cambodia,KHM,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520
Land area (sq. km),AG.LND.TOTL.K2,Cameroon,CMR,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710
Land area (sq. km),AG.LND.TOTL.K2,Canada,CAN,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510
Land area (sq. km),AG.LND.TOTL.K2,Cayman Islands,CYM,240,240,240,240,240,240,240,240,240,240,240,240
Land area (sq. km),AG.LND.TOTL.K2,Central African Republic,CAF,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980
Land area (sq. km),AG.LND.TOTL.K2,Chad,TCD,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200
Land area (sq. km),AG.LND.TOTL.K2,Channel Islands,CHI,190,190,190,190,190,190,190,190,190,190,190,190
Land area (sq. km),AG.LND.TOTL.K2,Chile,CHL,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532
Land area (sq. km),AG.LND.TOTL.K2,China,CHN,9388250,9388220,9388210.8,9388211,9388211,9388211,9388211,9388211,9388211,9388211,9388211,9388211
Land area (sq. km),AG.LND.TOTL.K2,Colombia,COL,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500
Land area (sq. km),AG.LND.TOTL.K2,Comoros,COM,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
Land area (sq. km),AG.LND.TOTL.K2,"Congo, Dem. Rep.",COD,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050
Land area (sq. km),AG.LND.TOTL.K2,"Congo, Rep.",COG,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500
Land area (sq. km),AG.LND.TOTL.K2,Costa Rica,CRI,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060
Land area (sq. km),AG.LND.TOTL.K2,Cote d'Ivoire,CIV,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000
Land area (sq. km),AG.LND.TOTL.K2,Croatia,HRV,55910,55910,55960,55960,55960,55960,55960,55960,55960,55960,55960,55960
Land area (sq. km),AG.LND.TOTL.K2,Cuba,CUB,107400,107400,106440,106440,106440,106863,106449,104220,104020,104020,104020,104020
Land area (sq. km),AG.LND.TOTL.K2,Curacao,CUW,444,444,444,444,444,444,444,444,444,444,444,444
Land area (sq. km),AG.LND.TOTL.K2,Cyprus,CYP,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240
Land area (sq. km),AG.LND.TOTL.K2,Czech Republic,CZE,77270,77270,77250,77250,77240,77240,77230,77230,77210,77220,77210,77210
Land area (sq. km),AG.LND.TOTL.K2,Denmark,DNK,42390,42430,42430,42430,42430,42430,41990,41990,41990,41990,42262,42262
Land area (sq. km),AG.LND.TOTL.K2,Djibouti,DJI,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180
Land area (sq. km),AG.LND.TOTL.K2,Dominica,DMA,750,750,750,750,750,750,750,750,750,750,750,750
Land area (sq. km),AG.LND.TOTL.K2,Dominican Republic,DOM,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310
Land area (sq. km),AG.LND.TOTL.K2,Ecuador,ECU,276840,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360
Land area (sq. km),AG.LND.TOTL.K2,"Egypt, Arab Rep.",EGY,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450
Land area (sq. km),AG.LND.TOTL.K2,El Salvador,SLV,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720
Land area (sq. km),AG.LND.TOTL.K2,Equatorial Guinea,GNQ,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050
Land area (sq. km),AG.LND.TOTL.K2,Eritrea,ERI,..,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000
Land area (sq. km),AG.LND.TOTL.K2,Estonia,EST,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390
Land area (sq. km),AG.LND.TOTL.K2,Ethiopia,ETH,1101000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000
Land area (sq. km),AG.LND.TOTL.K2,Faroe Islands,FRO,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
Land area (sq. km),AG.LND.TOTL.K2,Fiji,FJI,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270
Land area (sq. km),AG.LND.TOTL.K2,Finland,FIN,304590,304590,303900,303900,303900,303890,303890,303890,303890,303910,303890,303890
Land area (sq. km),AG.LND.TOTL.K2,France,FRA,547566,547567,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557
Land area (sq. km),AG.LND.TOTL.K2,French Polynesia,PYF,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660
Land area (sq. km),AG.LND.TOTL.K2,Gabon,GAB,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670
Land area (sq. km),AG.LND.TOTL.K2,"Gambia, The",GMB,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120
Land area (sq. km),AG.LND.TOTL.K2,Georgia,GEO,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490
Land area (sq. km),AG.LND.TOTL.K2,Germany,DEU,349130,348950,348630,348610,348570,348560,348540,348880,348900,348859,348900,348900
Land area (sq. km),AG.LND.TOTL.K2,Ghana,GHA,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540
Land area (sq. km),AG.LND.TOTL.K2,Gibraltar,GIB,10,10,10,10,10,10,10,10,10,10,10,10
Land area (sq. km),AG.LND.TOTL.K2,Greece,GRC,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900
Land area (sq. km),AG.LND.TOTL.K2,Greenland,GRL,341700,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450
Land area (sq. km),AG.LND.TOTL.K2,Grenada,GRD,340,340,340,340,340,340,340,340,340,340,340,340
Land area (sq. km),AG.LND.TOTL.K2,Guam,GUM,540,540,540,540,540,540,540,540,540,540,540,540
Land area (sq. km),AG.LND.TOTL.K2,Guatemala,GTM,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160
Land area (sq. km),AG.LND.TOTL.K2,Guinea,GIN,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720
Land area (sq. km),AG.LND.TOTL.K2,Guinea-Bissau,GNB,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120
Land area (sq. km),AG.LND.TOTL.K2,Guyana,GUY,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850
Land area (sq. km),AG.LND.TOTL.K2,Haiti,HTI,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560
Land area (sq. km),AG.LND.TOTL.K2,Honduras,HND,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890
Land area (sq. km),AG.LND.TOTL.K2,"Hong Kong SAR, China",HKG,990,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
Land area (sq. km),AG.LND.TOTL.K2,Hungary,HUN,89870,89620,89610,90530,90530,90530,90530,90530,90530,90530,90530,90530
Land area (sq. km),AG.LND.TOTL.K2,Iceland,ISL,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250
Land area (sq. km),AG.LND.TOTL.K2,India,IND,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190
Land area (sq. km),AG.LND.TOTL.K2,Indonesia,IDN,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570
Land area (sq. km),AG.LND.TOTL.K2,"Iran, Islamic Rep.",IRN,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760
Land area (sq. km),AG.LND.TOTL.K2,Iraq,IRQ,437370,437370,437370,434320,434320,434320,434320,434320,434320,434320,434320,434320
Land area (sq. km),AG.LND.TOTL.K2,Ireland,IRL,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890
Land area (sq. km),AG.LND.TOTL.K2,Isle of Man,IMN,570,570,570,570,570,570,570,570,570,570,570,570
Land area (sq. km),AG.LND.TOTL.K2,Israel,ISR,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640
Land area (sq. km),AG.LND.TOTL.K2,Italy,ITA,294110,294110,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140
Land area (sq. km),AG.LND.TOTL.K2,Jamaica,JAM,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830
Land area (sq. km),AG.LND.TOTL.K2,Japan,JPN,364600,364500,364500,364500,364550,364555,364560,364560,364560,364560,364560,364560
Land area (sq. km),AG.LND.TOTL.K2,Jordan,JOR,88240,88240,88240,88780,88780,88780,88780,88780,88780,88780,88780,88780
Land area (sq. km),AG.LND.TOTL.K2,Kazakhstan,KAZ,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700
Land area (sq. km),AG.LND.TOTL.K2,Kenya,KEN,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140
Land area (sq. km),AG.LND.TOTL.K2,Kiribati,KIR,810,810,810,810,810,810,810,810,810,810,810,810
Land area (sq. km),AG.LND.TOTL.K2,"Korea, Dem. People’s Rep.",PRK,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410
Land area (sq. km),AG.LND.TOTL.K2,"Korea, Rep.",KOR,96460,96460,97030,97100,97230,97230,97350,97466,97480,97480,97480,97480
Land area (sq. km),AG.LND.TOTL.K2,Kosovo,XKX,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887
Land area (sq. km),AG.LND.TOTL.K2,Kuwait,KWT,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820
Land area (sq. km),AG.LND.TOTL.K2,Kyrgyz Republic,KGZ,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800
Land area (sq. km),AG.LND.TOTL.K2,Lao PDR,LAO,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800
Land area (sq. km),AG.LND.TOTL.K2,Latvia,LVA,62196,62196,62196,62180,62240,62200,62180,62190,62180,62180,62180,62180
Land area (sq. km),AG.LND.TOTL.K2,Lebanon,LBN,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230
